subject,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S13,S14,S15,S16,S17,total
DT_AUC,0.6848522179579973,0.6809745349215816,0.8306558849955077,0.8308575955634779,0.8144247087643314,0.6786192680155528,0.683478835978836,0.666358024691358,0.5668025920160454,0.6940903118439351,0.7961796536796536,0.6472734867471709,0.6370865230465674,0.8197824081970424,0.5986866720450852,0.7086748478976096
RF_AUC,0.7396914293288895,0.7712800519818064,0.7866666666666666,0.7067934244404833,0.7037037037037037,0.7543859649122807,0.7202777777777777,0.6685185185185185,0.5007154425523216,0.7777777777777778,0.7356782106782106,0.7289866079339764,0.7362009131986934,0.7690058479532164,0.7735935890290655,0.7248850617635594
AB_AUC,0.7062126178974006,0.7849252761533464,0.7866666666666666,0.7259853436324025,0.6899244361508513,0.7196266066235107,0.7014682539682541,0.8558641975308642,0.5901530557870479,0.7061782279173583,0.7537337662337662,0.6016119845067214,0.7189902956828594,0.7839506172839507,0.7746739820953227,0.7266643552086882
KN_AUC,0.7846074633753584,0.7919771916953057,0.8080862533692722,0.7101158645276292,0.7882530846934094,0.7196266066235107,0.7284920634920634,0.7901234567901234,0.8224526081185987,0.8304971638304973,0.7947342472342472,0.6935799093693831,0.7579425835807635,0.8170018334492019,0.7526495856409218,0.7726759943860191
LDA_AUC,0.7017339544513458,0.7963908065045907,0.8171428571428572,0.7450980392156863,0.7271361761927798,0.6848672483347406,0.7014682539682541,0.7746913580246914,0.8808685798712844,0.7792826470362701,0.7706469456469457,0.7220000759474443,0.7167996306731047,0.8109567901234568,0.7850779415986894,0.7609440869821428
SVM_AUC,0.7681159420289855,0.7867121507472384,0.7866666666666666,0.7069617746088334,0.7663817663817664,0.7370062857678957,0.7708333333333334,0.7148148148148149,0.8384293691933989,0.8142780461621042,0.7451839826839827,0.6753866990709095,0.7198089492207139,0.7690058479532164,0.7873748121126143,0.7591306960497649
GB_AUC,0.7157738095238096,0.8021102830443682,0.7301707097933513,0.6693404634581105,0.7576453682585758,0.7196266066235107,0.7257539682539682,0.8873456790123457,0.606555952150084,0.7523877397065802,0.7859163059163059,0.7440659730133414,0.7134371116613071,0.8230181936322287,0.7191408366168969,0.7434859333776523
DT_F1,0.5549019607843136,0.5269230769230769,0.7426470588235294,0.7600000000000001,0.7361111111111112,0.5957264957264957,0.5616980348438149,0.5372390572390572,0.37094757094757097,0.5473785473785474,0.7031024531024531,0.5099593495934959,0.49507667473769174,0.7184371184371184,0.44413364413364415,0.5869521435854614
RF_F1,0.5926288323548597,0.5902116402116402,0.6363636363636364,0.5702688990360224,0.5606943904650862,0.6277056277056277,0.5843621399176956,0.5166666666666666,0.21481481481481482,0.6205128205128205,0.5831265508684863,0.587719298245614,0.6569444444444444,0.6176576576576577,0.604989604989605,0.5709778016169785
AB_F1,0.6056144616285091,0.6068783068783069,0.6363636363636364,0.6571428571428571,0.5499999999999999,0.6073059360730594,0.5797940797940798,0.788419032492886,0.3717171717171717,0.5546058879392213,0.5982142857142857,0.4731090020132298,0.6196581196581197,0.6306306306306306,0.5882485114032131,0.5911801279632805
KN_F1,0.6795855593330096,0.6514050920830582,0.7142857142857143,0.5565044858523119,0.6797270955165692,0.6073059360730594,0.5988953575160472,0.7407407407407408,0.7440476190476191,0.7430125238580804,0.7351254480286739,0.5576441102756893,0.6884109916367981,0.7419713831478537,0.5701631701631701,0.6672550151705596
LDA_F1,0.5782237086584913,0.6504147966816266,0.7236842105263158,0.6296296296296297,0.5863636363636363,0.5845410628019324,0.5797940797940798,0.6953601953601954,0.8525641025641026,0.6810344827586207,0.6541414141414141,0.5909909909909911,0.6388252270605211,0.708777270421106,0.5915678524374176,0.6497275106793388
SVM_F1,0.6255707762557078,0.6045108838185156,0.6363636363636364,0.5406392694063927,0.6191681735985534,0.6177777777777779,0.6286919831223629,0.6023809523809524,0.7724867724867724,0.7312169312169313,0.583732057416268,0.5443376068376069,0.6625,0.6176576576576577,0.5901960784313726,0.6251487037847004
GB_F1,0.5854700854700855,0.6644000985464401,0.614574898785425,0.5833333333333334,0.6542346542346542,0.6073059360730594,0.5952380952380952,0.8244062244062244,0.44054067997729973,0.5935672514619883,0.7271794871794871,0.5882882882882883,0.6226434855467113,0.7590275206713564,0.5626262626262627,0.6281890867892472
DT_ACC,0.6909090909090909,0.6428571428571429,0.8333333333333334,0.7547169811320755,0.819672131147541,0.5849056603773585,0.7288135593220338,0.6666666666666666,0.4126984126984127,0.7090909090909091,0.7288135593220338,0.671875,0.5161290322580645,0.7833333333333333,0.45901639344262296,0.6668554137260413
